Mass(Msol)       Age (Myr)
0.21     0.8128305161640995
0.21     0.14125375446227553
0.22     0.3311311214825908
0.22     0.38018939632056126
0.22     0.03548133892335753
0.22     1.9054607179632483
0.22     0.2818382931264455
0.22     0.1778279410038923
0.22     0.08912509381337459
0.22     1.3803842646028839
0.22     0.05128613839913648
0.22     1.4791083881682072
0.22     0.05011872336272725
0.22     0.09772372209558111
0.22     154.88166189124794
0.22     0.06760829753919818
0.22     0.04265795188015926
0.22     1.7782794100389228
0.22     0.43651583224016566
0.22     0.31622776601683794
0.22     0.046773514128719815
0.22     0.3311311214825908
0.22     0.22387211385683378
0.22     0.407380277804113
0.22     0.407380277804113
0.22     0.19054607179632482
0.22     1.5488166189124828
0.23     0.13182567385564073
0.23     0.7413102413009177
0.23     0.8709635899560815
0.23     1.3489628825916533
0.23     1.288249551693135
0.23     0.1479108388168207
0.23     1.3489628825916533
0.23     0.5623413251903491
0.23     0.6760829753919819
0.23     0.9549925860214369
0.23     1.2302687708123812
0.23     1.2302687708123812
0.23     0.8317637711026709
0.23     0.5754399373371566
0.23     9.549925860214369
0.23     1.2022644346174132
0.23     1.1481536214968817
0.23     0.9549925860214369
0.23     0.25118864315095824
0.23     0.008128305161640995
0.23     0.630957344480193
0.23     0.1230268770812381
0.23     0.7762471166286912
0.23     0.8317637711026709
0.23     0.9772372209558111
0.23     0.6760829753919819
0.23     0.21877616239495518
0.23     0.011481536214968818
0.23     0.7079457843841374
0.23     0.9120108393559097
0.23     1.096478196143185
0.23     0.1096478196143185
0.23     0.7943282347242822
0.23     0.8511380382023759
0.23     1.2022644346174132
0.23     1.2302687708123812
0.23     0.7585775750291835
0.23     0.5888436553555884
0.23     1.2022644346174132
0.23     1.2302687708123812
0.23     0.6918309709189363
0.23     1.0
0.23     1.071519305237607
0.23     0.9332543007969905
0.23     0.7413102413009177
0.23     0.011748975549395304
0.24     0.10232929922807536
0.24     0.048977881936844665
0.24     0.04168693834703355
0.24     0.4677351412871981
0.24     0.037153522909717275
0.24     0.05011872336272725
0.25     3.3113112148259076
0.25     2.5118864315095824
0.25     0.3890451449942805
0.25     0.0645654229034655
0.25     0.0630957344480193
0.25     0.1778279410038923
0.25     0.053703179637025325
0.25     0.017378008287493762
0.25     0.019498445997580455
0.25     0.018197008586099826
0.25     0.239883291901949
0.25     0.5754399373371566
0.25     0.34673685045253166
0.25     12.02264434617413
0.25     0.026302679918953815
0.25     0.26302679918953814
0.25     0.21379620895022325
0.25     0.6165950018614822
0.25     0.5495408738576248
0.25     3.801893963205613
0.25     0.30199517204020193
0.25     0.08317637711026708
0.26     2.1877616239495516
0.26     0.7943282347242822
0.26     29.51209226666384
0.26     1.3182567385564075
0.26     0.1995262314968879
0.26     0.8128305161640995
0.26     0.18620871366628655
0.26     0.7585775750291835
0.26     1.584893192461114
0.26     0.10715193052376071
0.26     0.12589254117941662
0.26     0.16595869074375597
0.26     0.10232929922807536
0.26     0.5128613839913648
0.26     2.1877616239495516
0.26     2.1379620895022327
0.26     0.7943282347242822
0.26     1.4125375446227555
0.26     0.43651583224016566
0.26     1.698243652461746
0.26     1.4454397707459279
0.27     1.1748975549395304
0.27     0.5623413251903491
0.27     1.0471285480508985
0.27     0.22908676527677746
0.27     0.1995262314968879
0.27     0.5495408738576248
0.27     0.5370317963702532
0.27     17.378008287493763
0.27     0.16595869074375597
0.27     0.11748975549395303
0.27     1.1748975549395304
0.27     0.03981071705534969
0.27     0.14125375446227553
0.27     1.0
0.27     0.13803842646028838
0.27     0.239883291901949
0.27     0.21877616239495518
0.27     0.1513561248436207
0.27     0.06606934480075964
0.27     0.30902954325135923
0.27     0.9772372209558111
0.27     0.5888436553555884
0.27     1.0471285480508985
0.27     1.0
0.27     0.5370317963702532
0.27     0.03890451449942805
0.27     1.0471285480508985
0.28     0.5011872336272725
0.28     0.1
0.28     0.645654229034655
0.28     0.09120108393559097
0.28     0.005248074602497728
0.28     0.2818382931264455
0.28     0.25118864315095824
0.28     0.48977881936844664
0.28     0.6165950018614822
0.28     0.30902954325135923
0.29     0.7585775750291835
0.29     0.7762471166286912
0.29     0.3890451449942805
0.29     0.3548133892335753
0.29     0.07762471166286912
0.29     3.090295432513592
0.29     0.6760829753919819
0.29     0.1288249551693135
0.29     0.7762471166286912
0.29     0.43651583224016566
0.29     3.235936569296281
0.29     0.7244359600749906
0.29     0.5370317963702532
0.29     0.5248074602497723
0.29     0.8128305161640995
0.30     1.2589254117941662
0.30     1.698243652461746
0.30     0.34673685045253166
0.30     1.513561248436207
0.30     1.0
0.30     0.05623413251903491
0.30     0.9332543007969905
0.30     1.0471285480508985
0.30     0.1230268770812381
0.30     0.3311311214825908
0.30     0.10715193052376071
0.30     1.3803842646028839
0.30     0.5248074602497723
0.30     1.2589254117941662
0.30     0.30902954325135923
0.30     0.012022644346174132
0.30     1.0232929922807537
0.30     0.5248074602497723
0.30     2.39883291901949
0.30     0.8511380382023759
0.30     0.13182567385564073
0.30     0.5011872336272725
0.31     0.630957344480193
0.31     0.16595869074375597
0.31     0.38018939632056126
0.31     0.015135612484362071
0.31     0.014125375446227554
0.31     0.18620871366628655
0.31     0.013803842646028838
0.32     0.7079457843841374
0.32     0.7413102413009177
0.32     0.08511380382023759
0.32     0.09120108393559097
0.32     0.6165950018614822
0.32     0.5011872336272725
0.32     0.3311311214825908
0.32     0.6760829753919819
0.33     0.6760829753919819
0.33     0.3715352290971728
0.33     0.6606934480075964
0.33     0.630957344480193
0.33     0.3548133892335753
0.33     213.79620895022325
0.33     0.3548133892335753
0.33     0.8317637711026709
0.33     0.3715352290971728
0.33     0.5128613839913648
0.33     0.8709635899560815
0.33     0.8317637711026709
0.33     0.3890451449942805
0.34     0.407380277804113
0.34     0.41686938347033553
0.34     0.7413102413009177
0.34     64.56542290346549
0.34     0.30902954325135923
0.34     0.9549925860214369
0.34     0.03548133892335753
0.34     0.6918309709189363
0.34     0.6918309709189363
0.35     11.220184543019629
0.35     0.0478630092322638
0.35     0.630957344480193
0.35     0.5128613839913648
0.35     0.6165950018614822
0.35     0.7943282347242822
0.35     0.30902954325135923
0.35     0.7943282347242822
0.35     0.048977881936844665
0.35     0.30199517204020193
0.35     0.6025595860743581
0.35     0.5011872336272725
0.35     15.135612484362072
0.35     0.5128613839913648
0.35     0.6025595860743581
0.36     0.6918309709189363
0.36     0.8912509381337459
0.36     0.5248074602497723
0.36     0.06165950018614822
0.36     0.5370317963702532
0.36     0.3548133892335753
0.36     0.34673685045253166
0.36     1.3803842646028839
0.36     0.5623413251903491
0.37     1.8620871366628655
0.37     2.1379620895022327
0.37     1.9498445997580456
0.37     0.11481536214968817
0.37     0.5623413251903491
0.37     1.0471285480508985
0.38     0.4677351412871981
0.38     0.23442288153199228
0.38     1.288249551693135
0.38     0.25118864315095824
0.38     0.630957344480193
0.38     1.2589254117941662
0.38     0.6165950018614822
0.38     0.645654229034655
0.39     0.8912509381337459
0.39     0.7244359600749906
0.39     0.5248074602497723
0.39     0.28840315031266056
0.39     0.6025595860743581
0.39     0.5370317963702532
0.39     0.7079457843841374
0.39     1.3489628825916533
0.40     0.7244359600749906
0.40     0.3715352290971728
0.40     1.7378008287493762
0.40     0.5754399373371566
0.40     1.6218100973589298
0.40     1.6595869074375598
0.40     0.3548133892335753
0.40     17.378008287493763
0.40     0.5888436553555884
0.41     31.622776601683793
0.41     8.91250938133746
0.41     9.120108393559097
0.41     0.3890451449942805
0.41     0.42657951880159256
0.41     0.8128305161640995
0.41     0.3890451449942805
0.41     9.120108393559097
0.41     1.9054607179632483
0.42     0.239883291901949
0.42     1.3182567385564075
0.42     0.630957344480193
0.42     3.3113112148259076
0.42     3.801893963205613
0.42     1.3182567385564075
0.42     0.43651583224016566
0.42     0.6606934480075964
0.42     3.090295432513592
0.42     4.677351412871981
0.43     1.4125375446227555
0.44     0.5623413251903491
0.44     0.5495408738576248
0.44     0.7413102413009177
0.44     1.1748975549395304
0.44     0.5370317963702532
0.45     0.363078054770101
0.45     1.2022644346174132
0.45     1.288249551693135
0.45     0.8511380382023759
0.45     2.1379620895022327
0.45     0.8511380382023759
0.46     7.079457843841373
0.46     0.04570881896148752
0.46     1.3803842646028839
0.47     0.08317637711026708
0.47     0.08912509381337459
0.47     0.11748975549395303
0.48     0.7585775750291835
0.48     0.25703957827688645
0.49     12.88249551693135
0.49     1.3182567385564075
0.49     9.549925860214369
0.50     1.0
0.50     0.9549925860214369
0.50     2.1379620895022327
0.50     0.34673685045253166
0.50     0.3548133892335753
0.51     0.3548133892335753
0.51     1.4791083881682072
0.51     1.0471285480508985
0.54     1.9952623149688788
0.54     0.14125375446227553
0.55     0.5754399373371566
0.56     0.6025595860743581
0.56     5.888436553555884
0.57     0.6606934480075964
0.57     0.6606934480075964
0.57     0.645654229034655
0.57     0.6760829753919819
0.58     20.417379446695275
0.58     0.7762471166286912
0.59     0.4570881896148752
0.62     1.096478196143185
0.62     0.2818382931264455
0.62     9.772372209558111e-05
0.62     0.2951209226666384
0.62     1.0232929922807537
0.63     0.6760829753919819
0.63     0.3311311214825908
0.64     3.090295432513592
0.65     1.3803842646028839
0.65     0.42657951880159256
0.66     7.413102413009177
0.67     44.668359215096345
0.67     0.5623413251903491
0.67     4.168693834703355
0.67     0.5128613839913648
0.67     1.698243652461746
0.68     4.570881896148752
0.68     0.6165950018614822
0.68     0.6165950018614822
0.68     0.5888436553555884
0.68     0.5754399373371566
0.69     66.06934480075964
0.69     0.7079457843841374
0.69     0.630957344480193
0.69     1.9952623149688788
0.70     0.2818382931264455
0.70     0.7244359600749906
0.71     21.379620895022324
0.72     60.25595860743581
0.73     7.413102413009177
0.75     1.096478196143185
0.76     34.673685045253166
0.78     34.673685045253166
0.80     1.3803842646028839
0.80     1.9054607179632483
0.80     0.3311311214825908
0.81     0.20417379446695275
0.82     21.87761623949552
0.82     3.5481338923357533
0.82     0.47863009232263803
0.82     0.43651583224016566
0.82     0.48977881936844664
0.82     0.48977881936844664
0.82     2.0417379446695274
0.82     5.888436553555884
0.83     11.748975549395302
0.83     2.290867652767775
0.84     0.1445439770745928
0.84     0.15488166189124827
0.84     0.6165950018614822
0.84     37.15352290971728
0.86     43.65158322401656
0.86     4.897788193684466
0.90     4.168693834703355
0.91     1.3489628825916533
0.91     1.288249551693135
0.92     1.4791083881682072
0.94     1.698243652461746
0.94     0.03311311214825908
0.95     1.9952623149688788
0.95     0.21379620895022325
0.98     12.589254117941662
1.00     16.218100973589298
1.04     0.00588843655355589
1.06     10.0
1.07     0.4570881896148752
1.07     0.7762471166286912
1.08     0.0162181009735893
1.08     0.9772372209558111
1.09     5.623413251903491
1.09     0.363078054770101
1.09     0.363078054770101
1.10     9.549925860214369
1.11     1.3182567385564075
1.11     0.2818382931264455
1.12     1.5488166189124828
1.14     1.9952623149688788
1.14     2.1877616239495516
1.15     2.570395782768865
1.15     2.39883291901949
1.16     8.709635899560814
1.17     3.5481338923357533
1.18     0.19498445997580455
1.19     0.0630957344480193
1.22     0.18197008586099825
1.23     0.7244359600749906
1.24     6.165950018614822
1.29     5.1286138399136485
1.31     9.772372209558112
1.31     7.244359600749906
1.34     0.14125375446227553
1.34     3.3113112148259076
1.37     2.5118864315095824
1.38     1.0
1.38     2.0417379446695274
1.38     9.772372209558112
1.38     1.9952623149688788
1.38     1.6218100973589298
1.40     0.7413102413009177
1.40     0.6918309709189363
1.41     0.6025595860743581
1.41     0.6165950018614822
1.44     5.888436553555884
1.45     4.168693834703355
1.45     5.888436553555884
1.45     0.4677351412871981
1.50     0.3890451449942805
1.50     6.760829753919819
1.52     0.09549925860214369
1.55     0.31622776601683794
1.61     0.2691534803926914
1.62     6.456542290346549
1.65     6.456542290346549
1.69     3.235936569296281
1.73     1.2589254117941662
1.75     1.071519305237607
1.77     0.9772372209558111
1.78     16.98243652461746
1.79     0.9120108393559097
1.83     5.888436553555884
1.85     4.7863009232263805
1.86     6.025595860743581
1.89     0.30199517204020193
1.90     2.290867652767775
1.93     2.1877616239495516
1.93     0.5370317963702532
1.95     0.5011872336272725
1.95     0.5011872336272725
1.98     5.1286138399136485
2.01     3.235936569296281
2.04     1.513561248436207
2.08     3.3884415613920273
2.13     0.38018939632056126
2.13     2.754228703338169
2.20     1.071519305237607
2.22     0.3311311214825908
2.24     0.9772372209558111
2.26     0.9549925860214369
2.30     4.4668359215096345
2.32     7.943282347242821
2.36     1.8620871366628655
2.37     2.754228703338169
2.39     2.1877616239495516
2.40     5.248074602497723
2.41     0.7244359600749906
2.42     0.7079457843841374
2.45     0.24547089156850285
2.49     4.570881896148752
2.51     1.9498445997580456
2.51     4.897788193684466
2.52     4.7863009232263805
2.52     4.168693834703355
2.62     0.5623413251903491
2.63     4.677351412871981
2.66     2.754228703338169
2.67     0.6606934480075964
2.68     1.9952623149688788
2.73     0.48977881936844664
2.75     0.47863009232263803
2.84     0.41686938347033553
2.92     1.071519305237607
2.97     2.089296130854041
