       Mass(Msol)       Age (Myr)
       2.1407611      0.14000000
       3.4925029      0.14000000
      0.53521883      0.14000000
       2.2298928      0.14000000
      0.72196761      0.14000000
       4.6147084      0.14000000
       2.4927226      0.14000000
       6.3843306      0.14000000
      0.99199469      0.14000000
      0.62228988      0.14000000
       2.6384048      0.14000000
       2.8029503      0.14000000
      0.67796329      0.14000000
       3.3867107      0.14000000
       1.0153045      0.14000000
       2.5509535      0.14000000
       4.6843061      0.14000000
       4.0123617      0.14000000
      0.90663655      0.14000000
       2.0074405      0.14000000
      0.88005418      0.14000000
       1.1112409      0.14000000
       1.2537448      0.14000000
      0.24380377      0.15000000
       1.5536164      0.15000000
      0.16204780      0.15000000
       1.4392423      0.15000000
       2.6657911      0.15000000
       1.3777636      0.15000000
       1.2403793      0.15000000
       4.9451652      0.15000000
       3.5017120      0.15000000
       6.0998601      0.15000000
       1.1206711      0.15000000
      0.24120590      0.15000000
       2.7059941      0.15000000
       1.4413814      0.15000000
       3.2026076      0.15000000
       6.3914563      0.15000000
       2.8536527      0.15000000
       4.4376942      0.15000000
      0.58757874      0.15000000
       2.2545032      0.15000000
       1.5365161      0.15000000
       1.2829045      0.15000000
      0.56774311      0.15000000
       1.6261067      0.15000000
      0.34721740      0.15000000
       1.7213173      0.15000000
       3.2162902      0.15000000
       1.0812221      0.15000000
       1.2327673      0.15000000
       6.1936326      0.15000000
      0.55278740      0.15000000
       2.2900639      0.15000000
      0.50520106      0.15000000
       10.003882      0.15000000
       2.7451575      0.15000000
       6.2630837      0.15000000
       1.3254211      0.15000000
      0.43392941      0.15000000
       1.6002490      0.15000000
      0.88637934      0.15000000
       1.3001312      0.15000000
       1.6567397      0.15000000
      0.41863055      0.15000000
       8.6706164      0.15000000
       1.1647162      0.15000000
      0.87900662      0.15000000
      0.76465321      0.15000000
       7.0594737      0.15000000
       2.7625750      0.15000000
       4.1719610      0.15000000
      0.90127729      0.15000000
       1.4740502      0.15000000
       2.2743650      0.15000000
       1.6029691      0.15000000
       1.1850032      0.15000000
       9.6516951      0.15000000
       2.1840527      0.15000000
       1.0529957      0.15000000
      0.80640319      0.15000000
      0.41545081      0.15000000
       5.1679595      0.15000000
       10.028817      0.15000000
       2.7825120      0.15000000
       2.6613093      0.15000000
       3.1013224      0.15000000
       4.8706570      0.15000000
      0.88289153      0.15000000
      0.27760343      0.15000000
       2.3450894      0.15000000
      0.71029399      0.15000000
       4.5798164      0.15000000
       3.5288576      0.15000000
      0.88371684      0.15000000
       2.0777730      0.15000000
       2.1021135      0.15000000
      0.60760544      0.15000000
       6.7273643      0.15000000
      0.50538214      0.15000000
       4.1141668      0.15000000
      0.47339013      0.15000000
       1.7919981      0.15000000
      0.43091302      0.15000000
      0.44139138      0.15000000
       2.7277063      0.15000000
       2.3508195      0.15000000
       5.8327438      0.15000000
       7.3473430      0.15000000
       3.6181247      0.15000000
      0.12862351      0.15000000
       1.9096501      0.15000000
      0.80461277      0.15000000
       1.8626884      0.15000000
       5.7103021      0.15000000
       4.7246445      0.15000000
       6.8043737      0.15000000
       3.7514064      0.15000000
       1.0663936      0.15000000
       3.3893210      0.15000000
      0.40358217      0.15000000
      0.56535911      0.15000000
      0.88977084      0.15000000
       2.6158999      0.15000000
       1.0832932      0.15000000
       2.6360815      0.15000000
      0.32504609      0.15000000
      0.54918577      0.15000000
       2.1060272      0.15000000
     0.073637398      0.15000000
      0.40012984      0.15000000
       5.5813686      0.15000000
       6.8501338      0.15000000
       2.1693468      0.15000000
      0.72732573      0.15000000
       1.0807838      0.15000000
      0.30107407      0.15000000
       1.4269282      0.15000000
       2.9875173      0.15000000
       4.3395029      0.15000000
       3.3109566      0.15000000
      0.58114621      0.15000000
       1.3930060      0.15000000
       3.9261957      0.15000000
       1.4136248      0.15000000
       3.2594011      0.15000000
      0.51788177      0.15000000
       2.1538093      0.15000000
       1.1476904      0.15000000
       1.0845239      0.15000000
       1.5355533      0.15000000
       6.0728334      0.15000000
       1.7841003      0.15000000
      0.74189072      0.15000000
      0.85255563      0.15000000
       1.7678564      0.15000000
      0.81464790      0.15000000
      0.70745459      0.15000000
       2.4610548      0.15000000
       5.6508876      0.15000000
       1.7926103      0.15000000
       3.5880321      0.15000000
       2.0583654      0.15000000
       4.7876544      0.15000000
       3.4499126      0.15000000
       1.4726848      0.15000000
       2.3346692      0.16000000
       1.5481289      0.16000000
       5.2874350      0.16000000
       7.3715231      0.16000000
      0.76827288      0.16000000
      0.36779171      0.16000000
      0.86207583      0.16000000
       4.1532125      0.16000000
      0.74297891      0.16000000
       1.1452340      0.16000000
       1.3593371      0.16000000
       1.1084972      0.16000000
       2.0146953      0.16000000
       3.2189440      0.16000000
      0.96562031      0.16000000
       5.7810504      0.16000000
       5.6907731      0.16000000
       2.6337564      0.16000000
       1.4169335      0.16000000
       2.3230947      0.16000000
       5.0923466      0.16000000
      0.58846095      0.16000000
       2.1013050      0.16000000
      0.83133621      0.16000000
       2.4856448      0.16000000
       3.3566315      0.16000000
      0.44081649      0.16000000
      0.58375619      0.16000000
       2.9030595      0.16000000
       2.4323519      0.16000000
      0.90182258      0.16000000
       4.6935120      0.16000000
      0.42368201      0.16000000
       1.1234508      0.16000000
      0.24956374      0.16000000
       1.4407407      0.16000000
       1.2382648      0.16000000
      0.53547983      0.16000000
       3.8382086      0.16000000
       4.5033848      0.16000000
      0.20829831      0.16000000
      0.28678189      0.16000000
       10.414625      0.16000000
       4.3796566      0.16000000
       1.2841909      0.16000000
       2.8798018      0.16000000
      0.48988075      0.16000000
      0.60308162      0.16000000
       1.2117407      0.16000000
       5.1668622      0.16000000
       1.8029445      0.16000000
      0.88807712      0.16000000
       1.0894836      0.16000000
       3.0024427      0.16000000
      0.80754812      0.16000000
       2.2137530      0.16000000
       1.2253210      0.16000000
      0.75363159      0.16000000
       3.4954540      0.16000000
       3.7247388      0.16000000
       1.6231847      0.16000000
      0.69245354      0.16000000
       8.0371506      0.16000000
       1.7993488      0.16000000
       2.6867852      0.16000000
      0.72937578      0.16000000
       6.6639892      0.16000000
       1.8477410      0.16000000
       2.7975055      0.16000000
      0.38390210      0.16000000
       2.3333033      0.16000000
       4.8504810      0.16000000
       1.1303059      0.16000000
       1.2661000      0.16000000
       1.7391169      0.16000000
      0.46654045      0.16000000
       6.7610653      0.16000000
       1.3771643      0.16000000
       4.9901071      0.16000000
       4.8863541      0.16000000
      0.53172155      0.16000000
      0.38269411      0.16000000
      0.33316666      0.16000000
       1.0941258      0.16000000
      0.55488103      0.16000000
       2.9909596      0.16000000
       3.0785664      0.16000000
       4.2921682      0.16000000
      0.37297399      0.16000000
       1.8457660      0.16000000
       2.2569370      0.16000000
       2.6852309      0.16000000
       1.2204322      0.16000000
       3.2015804      0.16000000
       1.2909688      0.16000000
       1.7645774      0.16000000
      0.13686595      0.16000000
       2.2508548      0.16000000
       2.4352648      0.16000000
       3.1227709      0.16000000
       3.0926630      0.16000000
       1.2780508      0.16000000
      0.50075724      0.16000000
       3.2678426      0.16000000
       1.3486262      0.16000000
       1.7229775      0.16000000
       2.0937660      0.16000000
       4.7349779      0.16000000
       2.5090155      0.16000000
       2.9071280      0.16000000
       5.7607329      0.16000000
       2.0875686      0.16000000
       1.5648910      0.17000000
       1.0316156      0.17000000
      0.45000015      0.17000000
       1.7769977      0.17000000
       6.3507129      0.17000000
       1.2347943      0.17000000
      0.70265625      0.17000000
       1.1799759      0.17000000
       8.0055418      0.17000000
       1.6975218      0.17000000
       1.1166186      0.17000000
       9.5584736      0.17000000
       7.0053115      0.17000000
       1.6402839      0.17000000
       2.0715341      0.17000000
       1.1360689      0.17000000
       1.0467758      0.17000000
       2.8725602      0.17000000
       2.7530534      0.17000000
       1.1612829      0.17000000
       3.4547323      0.17000000
       1.8842366      0.17000000
       9.9923422      0.17000000
      0.78839815      0.17000000
      0.44669059      0.17000000
      0.90457362      0.17000000
       1.0065457      0.17000000
       3.2338350      0.17000000
      0.78363602      0.17000000
       4.8517632      0.17000000
      0.34316743      0.17000000
       2.4749328      0.17000000
       1.7054366      0.17000000
       1.0975553      0.17000000
       4.8556269      0.17000000
       3.3363308      0.17000000
      0.27752296      0.17000000
      0.32799572      0.17000000
       4.6534836      0.17000000
       1.4599126      0.17000000
       1.1072558      0.17000000
       1.3980703      0.17000000
       1.5037817      0.17000000
       5.3141545      0.17000000
       3.4024923      0.17000000
      0.89622216      0.17000000
       3.6223882      0.17000000
       1.2342743      0.17000000
       4.2099835      0.17000000
       1.4134528      0.17000000
       2.4177832      0.17000000
       1.1832407      0.17000000
       1.6749103      0.17000000
       1.8244796      0.17000000
       6.7527372      0.17000000
       1.8890934      0.17000000
       1.1537949      0.18000000
       1.0395373      0.18000000
      0.20121195      0.18000000
       6.5878538      0.18000000
       1.0019629      0.18000000
       3.1610608      0.18000000
       3.5668234      0.18000000
       3.9994484      0.18000000
       4.9983380      0.18000000
       2.6276846      0.18000000
      0.24196011      0.18000000
      0.65236261      0.18000000
       1.3511302      0.18000000
      0.81791985      0.18000000
       1.1650832      0.18000000
       1.7320807      0.18000000
       7.7157944      0.18000000
       4.7413249      0.18000000
       3.7160423      0.18000000
       4.2651299      0.18000000
       8.1556886      0.18000000
       6.9641040      0.18000000
       2.2588061      0.18000000
       3.2699882      0.18000000
      0.98216045      0.18000000
       5.3942617      0.18000000
       1.4937604      0.18000000
       6.8239228      0.18000000
       1.7311669      0.18000000
       6.9671554      0.18000000
       2.3941253      0.18000000
       1.7641640      0.18000000
       1.3645702      0.18000000
      0.91393418      0.18000000
       3.1159888      0.18000000
       1.1397233      0.18000000
      0.50370782      0.18000000
       3.8116903      0.18000000
      0.83784045      0.18000000
       1.6853515      0.18000000
       9.1449161      0.18000000
       1.6671949      0.18000000
       1.1064929      0.18000000
       7.6294309      0.18000000
       4.1423108      0.18000000
       1.7853632      0.18000000
       1.2882564      0.18000000
      0.95407093      0.18000000
       9.4291109      0.18000000
     0.057202645      0.18000000
       1.5197456      0.18000000
      0.38179844      0.18000000
       1.8965717      0.18000000
       4.0768214      0.18000000
       2.1077063      0.18000000
       1.9935462      0.18000000
       1.7783086      0.18000000
       1.0583541      0.18000000
       3.0878690      0.18000000
       2.8886038      0.18000000
      0.28619714      0.18000000
      0.79270300      0.18000000
      0.40075707      0.18000000
      0.24417970      0.18000000
      0.77033637      0.18000000
      0.49651994      0.18000000
      0.36250213      0.18000000
       7.9191551      0.18000000
       2.7029941      0.18000000
       3.9804346      0.18000000
       8.9269274      0.18000000
       6.1214706      0.18000000
       5.0561645      0.19000000
      0.72921738      0.19000000
       1.2138810      0.19000000
       2.2090857      0.19000000
       2.4836483      0.19000000
       2.7700672      0.19000000
      0.82010475      0.19000000
      0.71523314      0.19000000
      0.56416875      0.19000000
      0.30276595      0.19000000
       1.0258142      0.19000000
       5.4717045      0.19000000
      0.97449365      0.19000000
      0.42038153      0.19000000
       1.4388313      0.19000000
      0.88157471      0.19000000
       3.1838063      0.19000000
       1.3597805      0.19000000
       10.217271      0.19000000
       1.7796655      0.19000000
       8.5734010      0.19000000
       8.8349334      0.19000000
       1.6708365      0.19000000
       3.0454320      0.19000000
       1.1677478      0.19000000
       5.6897439      0.19000000
       2.7662904      0.19000000
       10.164831      0.19000000
       1.6464921      0.19000000
       2.7016080      0.19000000
       2.0070718      0.19000000
      0.67827264      0.19000000
      0.99177324      0.19000000
       6.1279228      0.19000000
       9.6581572      0.19000000
       7.9852548      0.19000000
       1.1403171      0.19000000
       5.0888059      0.19000000
       5.1756068      0.19000000
      0.15612127      0.19000000
       1.6264336      0.19000000
       2.2615526      0.19000000
      0.94290574      0.19000000
      0.18564896      0.19000000
      0.73740794      0.19000000
       1.5310990      0.19000000
      0.62534947      0.19000000
       7.1820547      0.19000000
      0.17304138      0.19000000
       1.5203539      0.19000000
       1.8850493      0.19000000
      0.65839016      0.19000000
       1.2075672      0.19000000
       1.6406860      0.19000000
       2.3163005      0.19000000
       3.0269089      0.19000000
       5.5820354      0.19000000
       2.6784055      0.19000000
       5.0303516      0.19000000
      0.42143816      0.19000000
       3.1777841      0.19000000
      0.86378920      0.19000000
       1.1531902      0.19000000
       3.5721312      0.19000000
       7.8817308      0.20000000
       4.5488015      0.20000000
       2.2050185      0.20000000
       1.1514542      0.20000000
       1.0688090      0.20000000
       3.1573442      0.20000000
      0.45825440      0.20000000
      0.72800742      0.20000000
       1.0326751      0.20000000
       1.9675546      0.20000000
      0.97921622      0.20000000
      0.68291420      0.20000000
      0.32907582      0.20000000
      0.47369540      0.20000000
      0.74752040      0.20000000
       2.2682616      0.20000000
       1.2234598      0.20000000
       1.4045949      0.20000000
       1.9887687      0.20000000
       2.3275691      0.20000000
       1.1073208      0.20000000
       2.0726808      0.20000000
      0.86531361      0.20000000
      0.84898976      0.20000000
      0.88908688      0.20000000
      0.62373110      0.20000000
       7.2491126      0.20000000
       4.5828912      0.20000000
       5.9016760      0.20000000
       1.9978456      0.20000000
      0.80534926      0.20000000
       1.4314860      0.20000000
       3.5854382      0.20000000
      0.31477564      0.20000000
      0.52208653      0.20000000
      0.74153035      0.20000000
       1.5504470      0.20000000
       2.3063479      0.20000000
       4.2000139      0.20000000
       3.5713414      0.20000000
       1.1470707      0.20000000
       7.7373178      0.20000000
       2.7302893      0.20000000
      0.50470054      0.20000000
       1.8634479      0.20000000
       5.6555099      0.20000000
       9.1423866      0.20000000
       1.2463201      0.20000000
       2.1162714      0.20000000
       1.9543294      0.20000000
      0.24593749      0.20000000
       1.5759092      0.20000000
      0.45860346      0.20000000
       3.0741101      0.20000000
      0.27105130      0.20000000
      0.38574857      0.20000000
       1.0390147      0.20000000
      0.50217296      0.20000000
       7.4367319      0.20000000
       2.1577357      0.20000000
       2.2127249      0.20000000
       2.5666942      0.20000000
       1.3071835      0.20000000
       4.6932890      0.20000000
       1.9380308      0.20000000
       3.4001577      0.20000000
      0.99391050      0.20000000
       2.2612876      0.20000000
       1.6878919      0.20000000
       3.3241318      0.20000000
       2.3509608      0.20000000
       1.7363332      0.20000000
       2.6438930      0.20000000
       7.9615021      0.20000000
      0.20515865      0.20000000
      0.66572560      0.20000000
      0.26190914      0.20000000
      0.51150337      0.20000000
       1.2436530      0.20000000
      0.89369716      0.20000000
       1.1645210      0.20000000
       2.1350896      0.20000000
       4.8117702      0.20000000
       2.5891424      0.20000000
       1.6464661      0.20000000
      0.78858894      0.20000000
       3.6864640      0.20000000
       2.1174102      0.20000000
       1.2464017      0.20000000
       1.1749448      0.20000000
       2.7298729      0.20000000
       1.1549950      0.20000000
       7.2482915      0.20000000
       1.3972393      0.20000000
       1.5371186      0.20000000
       1.6917933      0.20000000
       1.7137163      0.20000000
       2.9842079      0.20000000
       3.4703534      0.20000000
       2.4323290      0.20000000
       2.0552321      0.20000000
       5.1882645      0.20000000
       1.6447557      0.20000000
      0.22417975      0.20000000
       5.6693547      0.20000000
       3.2987844      0.20000000
      0.88109812      0.20000000
       1.0420074      0.20000000
       2.7910307      0.20000000
      0.83743173      0.20000000
       2.9861934      0.20000000
       1.8750803      0.20000000
       1.6967950      0.20000000
      0.90150416      0.20000000
      0.42785299      0.20000000
       10.014836      0.20000000
       1.3706457      0.20000000
       1.3044596      0.20000000
       2.1660660      0.20000000
       6.3097792      0.20000000
       1.9267529      0.21000000
       1.1702726      0.21000000
       1.8873879      0.21000000
      0.76400189      0.21000000
       3.8559054      0.21000000
       9.3684252      0.21000000
       4.0403263      0.21000000
       1.4508153      0.21000000
       1.0623031      0.21000000
       2.7897985      0.21000000
       1.2752161      0.21000000
      0.40740228      0.21000000
      0.95187748      0.21000000
       2.2702751      0.21000000
      0.89059616      0.21000000
      0.53253782      0.21000000
       7.0647788      0.21000000
      0.80071118      0.21000000
       9.4483658      0.21000000
      0.16902605      0.21000000
       2.1756307      0.21000000
       4.5604742      0.21000000
       3.9724345      0.21000000
       1.9662374      0.21000000
       3.7832821      0.21000000
       6.8036710      0.21000000
      0.77893024      0.21000000
      0.14589856      0.21000000
       1.0239418      0.21000000
       2.4985473      0.21000000
       4.8157252      0.21000000
      0.35022693      0.21000000
       3.1309841      0.21000000
      0.78447822      0.21000000
       4.9507360      0.21000000
       1.3074668      0.21000000
       2.1943261      0.21000000
       1.4096525      0.21000000
       5.7381944      0.21000000
       4.5113871      0.21000000
      0.40827705      0.21000000
       5.5829572      0.21000000
       1.6926653      0.21000000
       1.7552845      0.21000000
      0.55805245      0.21000000
      0.88329880      0.21000000
       3.3299455      0.21000000
      0.57906391      0.21000000
      0.55444426      0.21000000
       4.7000604      0.21000000
       7.0825961      0.21000000
       5.6767052      0.21000000
       1.3262537      0.21000000
       7.1104941      0.21000000
      0.15757915      0.21000000
       3.4502612      0.21000000
       3.3590081      0.21000000
